timestamp,logical_clock_time,queue_length,event_type
1678137385.843754,1,0,Send
1678137386.181758,2,0,Received
1678137386.522548,3,0,Internal
1678137386.861685,4,0,Internal
1678137387.2014341,5,0,Internal
1678137387.54029,6,0,Internal
1678137387.875275,13,0,Received
1678137388.213077,14,0,Send
1678137388.555255,19,0,Received
1678137388.895158,20,0,Internal
1678137389.234051,21,0,Send
1678137389.57054,22,0,Send
1678137389.9106188,23,0,Internal
1678137390.2519581,24,0,Send
1678137390.59258,25,0,Internal
1678137390.928586,26,0,Internal
1678137391.268584,27,0,Internal
1678137391.6085749,39,0,Received
1678137391.944886,40,0,Internal
1678137392.285137,41,0,Send
1678137392.626136,46,0,Received
1678137392.963583,47,0,Internal
1678137393.300406,48,0,Internal
1678137393.641193,49,0,Internal
1678137393.979587,50,0,Send
1678137394.316689,51,0,Send
1678137394.656993,60,0,Received
1678137394.994775,61,0,Send
1678137395.334812,62,0,Send
1678137395.672117,63,0,Internal
1678137396.011155,68,0,Received
1678137396.3500328,69,0,Internal
1678137396.6890361,72,0,Received
1678137397.025159,73,0,Internal
1678137397.374818,74,0,Internal
1678137397.716021,75,0,Send
1678137398.0567198,76,0,Internal
1678137398.3941891,85,0,Received
1678137398.731571,86,0,Internal
1678137399.070751,87,0,Internal
1678137399.4117491,88,0,Internal
1678137399.747746,93,0,Received
1678137400.08706,94,0,Internal
1678137400.456251,95,0,Send
1678137400.7955341,101,0,Received
1678137401.135387,103,0,Received
1678137401.505821,106,0,Received
1678137401.8447208,107,0,Received
1678137402.1805649,108,0,Internal
1678137402.5158982,112,1,Received
1678137402.852489,113,1,Received
1678137403.193363,114,1,Received
1678137403.533982,117,1,Received
1678137403.870324,118,0,Received
1678137404.209913,123,1,Received
1678137404.5486898,124,0,Received
1678137404.88553,125,0,Internal
1678137405.224425,130,0,Received
1678137405.564839,131,0,Internal
1678137405.9003189,132,0,Send
1678137406.239358,137,0,Received
1678137406.579425,139,0,Received
1678137406.918803,140,0,Internal
1678137407.25865,144,0,Received
1678137407.5954602,145,0,Internal
1678137407.935194,148,0,Received
1678137408.27668,149,0,Send
1678137408.61604,150,0,Send
1678137408.955235,151,0,Send
1678137409.293968,152,0,Internal
1678137409.630107,160,1,Received
1678137409.969553,161,0,Received
1678137410.308336,162,0,Internal
1678137410.64858,163,0,Internal
1678137410.987402,164,0,Internal
1678137411.326529,171,0,Received
1678137411.6632571,172,0,Internal
1678137412.002462,177,0,Received
1678137412.3423228,178,0,Send
1678137412.677921,181,0,Received
1678137413.018214,182,0,Internal
1678137413.357238,185,0,Received
1678137413.6985862,186,0,Internal
1678137414.033047,190,0,Received
1678137414.3722801,192,0,Received
1678137414.711543,194,0,Received
1678137415.051407,196,0,Received
1678137415.390296,197,0,Send
1678137415.728565,198,0,Internal
1678137416.067449,199,0,Internal
1678137416.404872,205,0,Received
1678137416.744302,209,0,Received
1678137417.083074,211,0,Received
1678137417.422069,212,0,Internal
1678137417.7624478,213,0,Internal
1678137418.101941,214,0,Internal
1678137418.439631,215,0,Internal
1678137418.778146,216,0,Internal
1678137419.115468,217,0,Internal
1678137419.455538,218,0,Internal
1678137419.79408,219,0,Send
1678137420.130673,220,0,Internal
1678137420.468616,221,0,Internal
1678137420.806475,222,0,Send
1678137421.1469948,223,0,Internal
1678137421.48216,239,0,Received
1678137421.818829,240,0,Internal
1678137422.1585002,245,0,Received
1678137422.498404,246,0,Send
1678137422.838033,250,0,Received
1678137423.178572,251,0,Internal
1678137423.5190458,252,0,Send
1678137423.860199,253,0,Internal
1678137424.1995678,254,0,Send
1678137424.538046,261,0,Received
1678137424.877482,262,0,Internal
1678137425.214387,263,0,Internal
1678137425.550061,267,0,Received
1678137425.888587,270,0,Received
1678137426.230069,271,0,Internal
1678137426.567924,272,0,Internal
1678137426.904612,276,0,Received
1678137427.243093,278,0,Received
1678137427.5810611,279,0,Internal
1678137427.9196649,280,0,Internal
1678137428.261419,281,0,Send
1678137428.602805,282,0,Internal
1678137428.943145,283,0,Internal
1678137429.2822661,292,0,Received
1678137429.618512,293,0,Internal
1678137429.957458,297,0,Received
1678137430.294485,298,0,Internal
1678137430.632112,299,0,Internal
1678137430.971099,304,0,Received
1678137431.310186,307,0,Received
1678137431.649219,308,0,Received
1678137431.989322,309,0,Internal
1678137432.328335,313,0,Received
1678137432.669039,315,1,Received
1678137433.008018,316,0,Received
1678137433.3484852,319,0,Received
1678137433.685604,322,0,Received
1678137434.025654,323,0,Send
1678137434.367073,324,0,Send
1678137434.7056808,325,0,Internal
1678137435.041316,331,0,Received
1678137435.3783731,333,0,Received
1678137435.717352,335,0,Received
1678137436.0563898,339,0,Received
1678137436.396277,340,0,Received
1678137436.73298,341,0,Internal
1678137437.0717282,344,1,Received
1678137437.412192,345,1,Received
1678137437.7503622,347,1,Received
1678137438.089199,350,1,Received
1678137438.430103,352,0,Received
1678137438.768474,353,0,Internal
1678137439.107816,354,0,Internal
1678137439.448618,355,0,Send
1678137439.787821,356,0,Internal
1678137440.1290739,365,0,Received
1678137440.465025,367,0,Received
1678137440.8061771,371,0,Received
1678137441.1440818,372,0,Received
1678137441.483295,375,0,Received
1678137441.820234,376,0,Send
1678137442.159269,377,0,Internal
1678137442.4993122,378,0,Send
1678137442.835639,379,0,Internal
1678137443.174668,387,0,Received
1678137443.512161,388,0,Send
1678137443.852931,391,0,Received
1678137444.191787,392,0,Internal
1678137444.530636,393,0,Internal
1678137444.8689191,397,0,Received
1678137445.2069151,398,0,Internal
1678137445.545922,399,0,Internal
