timestamp,logical_clock_time,queue_length,event_type
1678166014.516502,1,0,Internal
1678166014.66548,2,0,Internal
1678166014.813877,3,0,Send
1678166014.9622989,4,0,Internal
1678166015.110811,5,0,Received
1678166015.256717,6,0,Internal
1678166015.402415,7,0,Internal
1678166015.548793,8,0,Internal
1678166015.6929998,10,0,Received
1678166015.841517,11,0,Send
1678166016.017256,12,0,Internal
1678166016.1633852,13,0,Internal
1678166016.309185,14,0,Send
1678166016.45356,15,0,Internal
1678166016.6004732,16,0,Internal
1678166016.746882,17,0,Internal
1678166016.892163,18,0,Internal
1678166017.0405278,20,0,Received
1678166017.189284,21,0,Send
1678166017.3389812,22,0,Internal
1678166017.4852679,23,0,Received
1678166017.631398,24,0,Internal
1678166017.778615,25,0,Internal
1678166017.927222,26,0,Internal
1678166018.073036,27,0,Internal
1678166018.219249,29,0,Received
1678166018.366861,30,0,Send
1678166018.511771,31,0,Internal
1678166018.657224,32,0,Internal
1678166018.804081,33,0,Send
1678166018.9548612,34,0,Internal
1678166019.1049778,35,0,Internal
1678166019.252519,37,0,Received
1678166019.398001,38,0,Received
1678166019.543416,39,0,Received
1678166019.6880739,40,0,Internal
1678166019.833927,41,0,Internal
1678166019.9811132,42,0,Internal
1678166020.1290271,43,1,Received
1678166020.278003,44,0,Received
1678166020.423488,45,0,Internal
1678166020.572309,47,0,Received
1678166020.7219148,48,0,Internal
1678166020.87201,49,0,Send
1678166021.0188632,50,0,Received
1678166021.169775,51,0,Internal
1678166021.318955,52,0,Send
1678166021.468363,53,0,Send
1678166021.617606,54,0,Internal
1678166021.767905,55,0,Internal
1678166021.916764,57,0,Received
1678166022.065225,58,0,Internal
1678166022.214932,59,0,Internal
1678166022.3642821,60,0,Internal
1678166022.514642,61,0,Internal
1678166022.6604218,62,0,Internal
1678166022.8064141,63,0,Internal
1678166022.9549131,65,0,Received
1678166023.103464,66,0,Internal
1678166023.2489548,67,0,Send
1678166023.398293,68,0,Internal
1678166023.5431218,69,0,Internal
1678166023.6930501,70,0,Internal
1678166023.8400419,71,0,Send
1678166023.9910421,72,0,Send
1678166024.137454,73,0,Internal
1678166024.283419,75,0,Received
1678166024.431818,76,0,Internal
1678166024.580865,77,0,Internal
1678166024.726701,78,0,Send
1678166024.874942,79,0,Internal
1678166025.0252001,80,0,Send
1678166025.175075,81,0,Send
1678166025.3252149,82,0,Send
1678166025.4709811,83,0,Internal
1678166025.619522,84,0,Send
1678166025.76507,85,0,Internal
1678166025.909267,86,0,Send
1678166026.05615,87,0,Internal
1678166026.201083,90,0,Received
1678166026.3496609,91,0,Internal
1678166026.496554,92,0,Internal
1678166026.641582,93,0,Internal
1678166026.790185,94,0,Send
1678166026.936141,96,0,Received
1678166027.086383,97,0,Received
1678166027.23713,98,0,Send
1678166027.3857532,99,0,Received
1678166027.533612,100,0,Internal
1678166027.677815,102,0,Received
1678166027.827518,103,0,Internal
1678166027.976369,104,0,Internal
1678166028.1218948,105,0,Internal
1678166028.269483,106,0,Internal
1678166028.4194298,107,0,Received
1678166028.570666,108,0,Internal
1678166028.721667,109,0,Internal
1678166028.871051,110,0,Send
1678166029.019598,111,0,Internal
1678166029.168857,112,0,Internal
1678166029.318047,113,0,Send
1678166029.467479,114,0,Send
1678166029.617858,115,0,Send
1678166029.768757,116,0,Internal
1678166029.9187782,118,1,Received
1678166030.06589,119,0,Received
1678166030.214147,120,0,Internal
1678166030.362611,121,0,Internal
1678166030.512545,122,0,Send
1678166030.657805,123,0,Send
1678166030.8069031,124,0,Internal
1678166030.956516,126,0,Received
1678166031.1056519,128,0,Received
1678166031.25464,129,0,Send
1678166031.402821,130,0,Send
1678166031.548078,131,0,Internal
1678166031.698859,132,0,Internal
1678166031.846221,133,0,Internal
1678166031.991392,134,0,Internal
1678166032.141448,135,0,Internal
1678166032.290497,137,0,Received
1678166032.440907,138,0,Internal
1678166032.59179,139,0,Internal
1678166032.742849,140,0,Received
1678166032.9179251,141,0,Received
1678166033.0692291,142,0,Send
1678166033.215324,143,0,Internal
1678166033.365736,144,0,Internal
1678166033.516468,145,0,Internal
1678166033.667566,147,0,Received
1678166033.817863,148,0,Internal
1678166033.96895,149,0,Send
1678166034.119234,150,0,Internal
1678166034.269005,151,0,Internal
1678166034.419942,153,0,Received
1678166034.570405,154,0,Send
1678166034.7209759,155,0,Send
1678166034.867069,156,0,Internal
1678166035.0127301,157,0,Send
1678166035.1614342,159,0,Received
1678166035.308673,160,0,Internal
1678166035.4593961,161,0,Internal
1678166035.607888,162,0,Received
1678166035.758898,163,0,Received
1678166035.9083352,164,0,Received
1678166036.058084,166,0,Received
1678166036.2082298,167,0,Send
1678166036.3543522,168,0,Send
1678166036.503413,169,0,Internal
1678166036.653576,170,0,Internal
1678166036.802049,171,0,Send
1678166036.94913,172,0,Internal
1678166037.098953,173,0,Received
1678166037.248907,174,0,Internal
1678166037.397523,175,0,Internal
1678166037.547151,177,0,Received
1678166037.698228,178,0,Send
1678166037.847719,179,0,Send
1678166037.9955451,180,0,Internal
1678166038.14077,181,0,Internal
1678166038.291192,183,0,Received
1678166038.440764,184,0,Internal
1678166038.5904481,185,0,Internal
1678166038.736761,186,0,Internal
1678166038.88759,187,0,Internal
1678166039.037629,188,0,Received
1678166039.188101,189,0,Internal
1678166039.339037,190,0,Received
1678166039.489271,191,0,Send
1678166039.639207,192,0,Internal
1678166039.7899258,194,0,Received
1678166039.940452,195,0,Send
1678166040.0879219,196,0,Received
1678166040.236755,197,0,Send
1678166040.383203,198,0,Internal
1678166040.534122,199,1,Received
1678166040.680923,200,0,Received
1678166040.829889,201,0,Internal
1678166040.979222,202,0,Internal
1678166041.12859,204,0,Received
1678166041.274684,205,0,Send
1678166041.4254348,206,0,Internal
1678166041.575506,207,0,Internal
1678166041.724111,209,0,Received
1678166041.873922,210,0,Internal
1678166042.023735,211,0,Internal
1678166042.1735392,212,0,Send
1678166042.3239381,213,0,Internal
1678166042.470289,214,0,Send
1678166042.620597,215,0,Internal
1678166042.765915,217,0,Received
1678166042.914307,218,0,Internal
1678166043.065352,219,0,Send
1678166043.211683,220,0,Internal
1678166043.360945,221,0,Internal
1678166043.507798,222,0,Internal
1678166043.656589,223,0,Send
1678166043.807104,225,0,Received
1678166043.95428,226,0,Send
1678166044.1019468,227,0,Internal
1678166044.2487261,228,0,Internal
1678166044.396961,229,0,Internal
1678166044.54513,230,0,Internal
1678166044.6950688,231,0,Received
1678166044.8421602,232,0,Received
1678166044.992013,233,0,Internal
1678166045.142231,235,0,Received
1678166045.291518,236,0,Send
1678166045.44204,237,0,Internal
1678166045.587869,238,0,Internal
1678166045.7333162,239,0,Internal
1678166045.8829062,240,0,Internal
1678166046.029849,241,0,Internal
1678166046.177469,242,0,Internal
1678166046.3277,244,0,Received
1678166046.472682,245,0,Internal
1678166046.622991,246,0,Internal
1678166046.768512,247,0,Internal
1678166046.918004,248,0,Internal
1678166047.0678809,249,0,Internal
1678166047.21779,250,0,Internal
1678166047.364017,251,0,Send
1678166047.514713,252,0,Internal
1678166047.664567,253,0,Internal
1678166047.8146482,254,0,Send
1678166047.9605381,255,0,Internal
1678166048.107455,256,0,Internal
1678166048.25663,257,0,Internal
1678166048.4030662,258,0,Internal
1678166048.5531352,261,0,Received
1678166048.701727,262,0,Internal
1678166048.852084,263,0,Internal
1678166049.0021172,264,0,Internal
1678166049.152386,265,0,Received
1678166049.3026261,266,0,Internal
1678166049.4508018,267,0,Send
1678166049.6011121,268,0,Send
1678166049.751559,269,0,Internal
1678166049.899452,270,0,Internal
1678166050.050127,272,0,Received
1678166050.199126,273,0,Send
1678166050.348331,274,0,Send
1678166050.497823,275,0,Internal
1678166050.646225,276,0,Internal
1678166050.793702,277,0,Internal
1678166050.942982,278,0,Internal
1678166051.093875,280,0,Received
1678166051.2404082,281,0,Send
1678166051.388963,282,0,Internal
1678166051.537799,283,0,Send
1678166051.688562,284,0,Send
1678166051.835253,285,0,Internal
1678166051.983386,287,0,Received
1678166052.132595,288,0,Received
1678166052.283412,289,0,Send
1678166052.434475,290,0,Send
1678166052.585164,291,0,Internal
1678166052.731764,292,0,Internal
1678166052.882241,293,0,Internal
1678166053.032841,294,0,Internal
1678166053.183177,295,0,Internal
1678166053.3333309,297,0,Received
1678166053.482077,298,0,Send
1678166053.627058,299,0,Internal
1678166053.7736058,300,0,Internal
1678166053.921607,301,0,Internal
1678166054.07246,302,0,Send
1678166054.2193651,303,0,Internal
1678166054.365171,304,0,Internal
1678166054.515195,305,0,Internal
1678166054.662511,306,0,Send
1678166054.8092082,307,0,Internal
1678166054.956426,310,0,Received
1678166055.105183,311,0,Send
1678166055.2506628,312,0,Internal
1678166055.400043,313,0,Received
1678166055.550349,314,0,Internal
1678166055.700186,315,0,Internal
1678166055.850516,316,0,Send
1678166055.9993012,317,0,Internal
1678166056.145557,318,0,Internal
1678166056.292608,319,0,Internal
1678166056.43941,320,0,Send
1678166056.590341,321,0,Send
1678166056.740714,322,0,Internal
1678166056.891635,323,0,Send
1678166057.041235,324,0,Send
1678166057.186068,325,0,Internal
1678166057.336215,326,0,Internal
1678166057.483232,329,0,Received
1678166057.632515,330,0,Received
1678166057.782934,331,0,Send
1678166057.934019,332,0,Internal
1678166058.0796008,334,0,Received
1678166058.229561,335,0,Send
1678166058.377478,336,0,Internal
1678166058.5263722,337,0,Internal
1678166058.675786,338,0,Internal
1678166058.826698,339,0,Send
1678166058.9737558,340,0,Internal
1678166059.1208901,341,0,Received
1678166059.265602,342,0,Send
1678166059.4124968,343,0,Internal
1678166059.562741,344,0,Internal
1678166059.711603,345,0,Internal
1678166059.862102,346,0,Internal
1678166060.0125482,348,0,Received
1678166060.158551,349,0,Internal
1678166060.306439,350,0,Received
1678166060.4549792,352,0,Received
1678166060.6033762,353,0,Internal
1678166060.7527192,354,0,Received
1678166060.900568,355,0,Send
1678166061.0486321,356,0,Internal
1678166061.194161,357,0,Internal
1678166061.342093,358,0,Received
1678166061.490549,359,0,Internal
1678166061.638944,360,0,Send
1678166061.789232,361,0,Send
1678166061.93605,362,0,Internal
1678166062.081941,364,0,Received
1678166062.2303429,365,0,Internal
1678166062.378773,366,0,Received
1678166062.524065,367,0,Send
1678166062.67243,368,0,Send
1678166062.8218398,369,0,Send
1678166062.969475,370,0,Internal
1678166063.119065,371,0,Internal
1678166063.2689102,373,0,Received
1678166063.420021,374,0,Send
1678166063.570935,375,0,Send
1678166063.716328,376,0,Send
1678166063.864937,377,0,Internal
1678166064.013695,378,0,Send
1678166064.163685,379,0,Send
1678166064.3088052,380,0,Internal
1678166064.4547992,381,0,Internal
1678166064.603498,382,0,Send
1678166064.753634,383,0,Internal
1678166064.901224,384,0,Internal
1678166065.050923,385,0,Send
1678166065.199382,386,0,Internal
1678166065.3474371,387,0,Send
1678166065.496106,388,0,Internal
1678166065.644479,389,0,Internal
1678166065.790194,390,0,Internal
1678166065.940064,394,0,Received
1678166066.0896928,395,0,Received
1678166066.23973,396,0,Internal
1678166066.388365,397,0,Internal
1678166066.535202,398,0,Send
1678166066.683182,399,0,Internal
1678166066.832457,400,0,Internal
1678166066.981984,401,0,Received
1678166067.125956,402,0,Send
1678166067.273721,403,0,Internal
1678166067.419796,405,0,Received
1678166067.566273,406,0,Received
1678166067.712641,407,0,Internal
1678166067.863816,408,0,Internal
1678166068.012332,409,0,Internal
1678166068.160807,410,0,Send
1678166068.309123,411,0,Internal
1678166068.457011,412,0,Internal
1678166068.6008909,413,0,Internal
1678166068.749322,414,0,Internal
1678166068.8986108,415,0,Internal
1678166069.0479412,416,0,Send
1678166069.2118158,417,0,Send
1678166069.357285,418,0,Internal
1678166069.506739,419,0,Send
1678166069.655568,420,0,Internal
1678166069.8041222,421,0,Internal
1678166069.948698,422,0,Internal
1678166070.098367,423,0,Internal
1678166070.242692,424,0,Internal
1678166070.3915431,425,0,Send
1678166070.540101,426,0,Internal
1678166070.68914,427,0,Send
1678166070.839832,428,0,Internal
1678166070.9840808,429,0,Internal
1678166071.132374,430,0,Internal
1678166071.2775521,431,0,Send
1678166071.426357,432,0,Send
1678166071.577174,433,0,Send
1678166071.7238872,434,0,Send
1678166071.873985,435,0,Internal
1678166072.024169,436,0,Send
1678166072.171154,442,0,Received
1678166072.3205912,443,0,Internal
1678166072.467308,444,0,Internal
1678166072.618099,445,0,Internal
1678166072.767669,446,0,Received
1678166072.916092,447,0,Internal
1678166073.064518,448,0,Internal
1678166073.208255,449,0,Send
1678166073.356695,451,0,Received
1678166073.506711,452,0,Send
1678166073.6565802,453,0,Internal
