timestamp,logical_clock_time,queue_length,event_type
1678137276.102226,1,0,Internal
1678137277.106775,2,0,Received
1678137278.1135051,3,0,Internal
1678137279.121023,4,0,Received
1678137280.127629,5,0,Send
1678137281.1308439,6,0,Received
1678137282.135683,7,0,Send
1678137283.14482,8,0,Internal
1678137284.149487,9,0,Send
1678137285.153263,10,0,Internal
1678137286.1567822,11,0,Received
1678137287.161428,12,0,Send
1678137288.16814,13,0,Internal
1678137289.175609,14,1,Received
1678137290.18322,15,1,Received
1678137291.188868,16,0,Received
1678137292.1953878,17,0,Send
1678137293.1995652,18,0,Internal
1678137294.206652,19,0,Internal
1678137295.213163,20,0,Internal
1678137296.218155,21,0,Received
1678137297.222046,22,0,Internal
1678137298.22816,23,0,Internal
1678137299.234294,24,0,Internal
1678137300.240845,25,0,Send
1678137301.246203,26,0,Internal
1678137302.2484639,27,0,Received
1678137303.2541409,28,0,Received
1678137304.259288,29,0,Received
1678137305.2623591,30,0,Internal
1678137306.267875,31,0,Received
1678137307.273289,32,0,Send
1678137308.278049,33,0,Send
1678137309.281953,34,0,Internal
1678137310.288512,35,0,Received
1678137311.2947378,36,0,Internal
1678137312.2967958,37,0,Received
1678137313.299387,38,0,Received
1678137314.300985,39,0,Internal
1678137315.305599,40,0,Send
1678137316.3117042,41,0,Internal
1678137317.317865,42,0,Internal
1678137318.323487,43,0,Internal
1678137319.327035,44,0,Internal
1678137320.3320692,45,0,Internal
1678137321.337468,46,0,Internal
1678137322.340808,47,0,Received
1678137323.345539,48,0,Send
1678137324.352038,49,0,Internal
1678137325.353955,50,0,Internal
1678137326.357001,51,0,Received
1678137327.360936,52,0,Send
1678137328.3663292,53,0,Internal
1678137329.368761,54,0,Internal
1678137330.372195,55,0,Received
1678137331.3749619,56,0,Received
1678137332.37988,57,0,Internal
1678137333.385441,58,0,Internal
1678137334.3900769,59,0,Internal
1678137335.393528,60,0,Internal
