timestamp,logical_clock_time,queue_length,event_type
1678137276.103552,1,0,Internal
1678137277.106254,2,0,Send
1678137278.1143098,3,0,Internal
1678137279.120144,4,0,Send
1678137280.127639,5,0,Send
1678137281.133996,6,0,Received
1678137282.141284,7,0,Received
1678137283.14482,8,0,Internal
1678137284.152492,9,0,Received
1678137285.159133,10,0,Received
1678137286.1658618,11,0,Internal
1678137287.172524,12,0,Received
1678137288.178965,13,0,Send
1678137289.18369,14,0,Send
1678137290.18644,15,0,Send
1678137291.189425,16,0,Internal
1678137292.195283,17,0,Received
1678137293.199819,18,0,Received
1678137294.206635,19,0,Internal
1678137295.212149,20,0,Internal
1678137296.216147,21,0,Send
1678137297.222046,22,0,Internal
1678137298.224139,23,0,Internal
1678137299.227479,24,0,Internal
1678137300.234067,25,0,Internal
1678137301.238087,26,0,Received
1678137302.2416441,27,0,Send
1678137303.244262,28,0,Send
1678137304.24989,29,0,Received
1678137305.254412,30,0,Internal
1678137306.2571661,31,0,Internal
1678137307.2633018,32,0,Received
1678137308.268599,33,0,Received
1678137309.2734962,34,0,Received
1678137310.2768571,35,0,Send
1678137311.2845051,36,0,Internal
1678137312.291724,37,0,Internal
1678137313.297733,38,0,Received
1678137314.299711,39,0,Internal
1678137315.307549,40,0,Internal
1678137316.313602,41,0,Internal
1678137317.318006,42,0,Send
1678137318.323638,43,0,Internal
1678137319.3277462,44,0,Internal
1678137320.3302112,45,0,Internal
1678137321.33746,46,0,Received
1678137322.343946,47,0,Internal
1678137323.3455281,48,0,Send
1678137324.352038,49,0,Received
1678137325.35776,50,0,Received
1678137326.364119,51,0,Internal
1678137327.365802,52,0,Internal
1678137328.3712509,53,0,Internal
1678137329.3730109,54,0,Send
1678137330.377028,55,0,Received
1678137331.3789701,56,0,Internal
1678137332.385539,57,0,Internal
1678137333.389042,58,0,Internal
1678137334.3952808,59,0,Internal
1678137335.398268,60,0,Internal
