timestamp,logical_clock_time,queue_length,event_type
1678133378.321735,1,0,Internal
1678133378.660875,2,0,Internal
1678133379.001792,3,0,Send
1678133379.340655,4,0,Internal
1678133379.6757278,5,0,Internal
1678133380.0147042,6,0,Internal
1678133380.355795,7,0,Internal
1678133380.695151,8,0,Internal
1678133381.0365598,9,0,Internal
1678133381.376006,10,0,Send
1678133381.71508,11,0,Internal
1678133382.055926,18,0,Received
1678133382.391973,19,0,Received
1678133382.7316759,22,0,Received
1678133383.070668,23,0,Received
1678133383.409924,24,0,Send
1678133383.750293,25,0,Internal
1678133384.0914009,26,0,Internal
1678133384.431211,27,0,Internal
1678133384.766767,28,0,Internal
1678133385.105033,34,0,Received
1678133385.440691,35,0,Send
1678133385.779608,37,0,Received
1678133386.115926,38,0,Internal
1678133386.455573,39,0,Received
1678133386.794572,40,0,Internal
1678133387.136051,41,0,Internal
1678133387.4766028,42,0,Internal
1678133387.812277,43,0,Internal
1678133388.1511822,44,0,Internal
1678133388.49044,50,0,Received
1678133388.830477,52,0,Received
1678133389.170944,53,0,Internal
1678133389.511109,54,0,Internal
1678133389.851052,55,0,Internal
1678133390.18817,56,0,Internal
1678133390.5272791,57,0,Send
1678133390.864573,58,0,Send
1678133391.2035468,59,0,Send
1678133391.542871,60,0,Internal
1678133391.88231,61,0,Internal
1678133392.2200801,62,0,Internal
1678133392.556202,63,0,Send
1678133392.8971279,64,0,Internal
1678133393.2374668,73,0,Received
1678133393.575644,74,0,Internal
1678133393.912744,75,0,Send
1678133394.252469,76,0,Internal
1678133394.593451,77,0,Internal
1678133394.934339,81,0,Received
1678133395.271946,83,0,Received
1678133395.608319,84,0,Received
1678133395.948656,86,0,Received
1678133396.286816,87,0,Internal
1678133396.628114,89,1,Received
1678133396.969422,90,0,Received
1678133397.3094459,91,0,Internal
1678133397.644964,92,0,Send
1678133397.9841511,93,0,Internal
1678133398.325045,94,0,Internal
1678133398.6645188,95,0,Internal
1678133399.004524,96,0,Send
1678133399.343565,97,0,Internal
1678133399.683174,98,0,Internal
1678133400.019746,99,0,Internal
1678133400.36037,100,0,Internal
1678133400.701709,101,0,Internal
1678133401.0425239,110,1,Received
1678133401.3823109,111,0,Received
1678133401.723389,112,0,Internal
1678133402.0640771,115,0,Received
1678133402.400788,116,0,Send
1678133402.738436,117,0,Internal
1678133403.0758138,120,0,Received
1678133403.4154959,121,0,Internal
1678133403.754478,122,0,Internal
1678133404.093368,123,0,Send
1678133404.432446,124,0,Internal
1678133404.771843,129,0,Received
1678133405.1124449,130,0,Received
1678133405.4528582,131,0,Send
1678133405.791722,132,0,Internal
1678133406.128621,133,0,Send
1678133406.4686,134,0,Send
1678133406.8041348,135,0,Internal
1678133407.144653,136,0,Internal
1678133407.484763,137,0,Internal
1678133407.8207731,138,0,Internal
1678133408.161464,139,0,Send
1678133408.501035,140,0,Internal
1678133408.838766,149,0,Received
1678133409.179915,150,0,Received
1678133409.52051,152,0,Received
1678133409.856925,154,0,Received
1678133410.19452,155,0,Send
1678133410.5301352,156,0,Internal
1678133410.8694122,157,0,Internal
1678133411.209874,158,0,Internal
1678133411.55038,161,1,Received
1678133411.887651,162,0,Received
1678133412.22435,165,0,Received
1678133412.5604239,166,1,Received
1678133412.899955,167,0,Received
1678133413.235693,168,0,Internal
1678133413.575466,169,0,Internal
1678133413.914609,170,0,Internal
1678133414.2553668,175,0,Received
1678133414.596013,176,1,Received
1678133414.936215,177,0,Received
1678133415.273386,178,0,Internal
1678133415.613326,179,0,Send
1678133415.9502661,180,0,Internal
1678133416.286628,185,0,Received
1678133416.628017,186,0,Send
1678133416.9671948,187,0,Internal
1678133417.308479,188,0,Send
1678133417.64843,189,0,Internal
1678133417.9837382,190,0,Internal
1678133418.323609,191,0,Send
1678133418.6626492,192,0,Internal
1678133419.002833,193,0,Internal
1678133419.3724601,199,0,Received
1678133419.712957,200,0,Internal
1678133420.051307,201,0,Send
1678133420.389997,202,0,Send
